id,slug,gene name,gene family,description,automated?
528645b27622ddc937000044,virtue-and-vice,Virtue and Vice,Subject Matter,"Artworks that explore issues of morality or include depictions of good and evil, benevolence and sin. Art history is filled with such themes, characteristically informed by religious or cultural beliefs. Some examples include a masterpiece of Japanese Buddhist art, the Hell Scrolls, which dates to the 12th century and depicts sinners subjected to brutal punishments; engravings by [William Hogarth](/artist/william-hogarth) that provided social commentary on the virtues and vices of 18th-century British society; and [Hieronymus Bosch](/artist/hieronymus-bosch)’s imaginative and fantastical paintings, such as _Garden of Earthly Delights_ (ca. 1505–15), which was inspired by the Christian principles of good and evil.",FALSE
5296ab0acd530e36210000a3,allover-composition,Allover Composition,Visual Qualities,"“…all hierarchical distinctions have been, literally, exhausted and invalidated.”—Clement Greenberg
 
The term “all-over picture” was first used by art critic Greenberg in his 1948 essay “The Crisis of the Easel Picture” to describe the emergence of “decentralized” compositions like [Jackson Pollock’s](t/artist/jackson-pollock) tangled layers of dripped paint or [Mark Tobey’s](/artist/mark-tobey) dense [calligraphies](/gene/personal-writing-systems) that extend to the edge of a canvas. Works in this category lack a dominant focal point due to the uniform treatment of the entire surface. Contemporary artists like [Mark Bradford](/artist/mark-bradford) and [Dan Colen](/artist/dan-colen) have modernized this technique by covering every inch of traditional support mediums with unorthodox materials like discarded ephemera or chewing gum.",FALSE
529cbf227622dd06300000a1,columns-and-totems,Columns and Totems,Visual Qualities,"Tall, upright, and vertical sculptures and monuments. Historical examples include the many obelisks found in Egypt and triumphal columns scattered throughout the Roman empire, as well as the Washington Monument in Washington, D.C. Examples from modern and contemporary sculpture can be found in the works of [Constantin Brancusi](/artist/constantin-brancusi), [Louise Bourgeois](/artist/louise-bourgeois), and [John McCracken](/artist/john-mccracken).",FALSE
52d33fb4275b2428be000df7,transavanguardia,Transavanguardia,Styles and Movements,"“The trans-avant-garde rejects the idea of an artistic process aimed entirely at conceptual abstraction. It introduces the possibility of not considering the linear course of earlier art as final…”
—Achille Bonito Oliva


Alongside [Arte Povera](/gene/arte-povera), the trans-avant-garde (Italian: transavanguardia) was one of Italy’s most important postwar artistic movements. Its name derives from Italian critic Achille Bonito Oliva’s 1981 essay entitled “The International Trans-Avant-Garde.” In this essay, Oliva named a small group of painters who, in the 1970s, departed from the dominant conceptual tendencies of the previous decade, exploring the expressive potential of painting with often universal or archaic motifs. This practice mirrored similar trends in expressive figurative painting across Europe and the United States, leading to the group’s frequent inclusion in discussions of 1980s [Neo-Expressionism](/gene/neo-expressionism). For Oliva, the trans-avant-garde rejected the original avant-garde’s “hysteria for the new” by returning to styles of the past. Indeed these artists quoted avidly not only from art history and classical mythology, but also popular culture and national symbolism.
",FALSE
52d9a3c41a1e868f320000f5,fashion-design-and-wearable-art,Fashion Design and Wearable Art,Artistic Disciplines,"_“Fashion is not something that exists in dresses only. Fashion is in the sky, in the street, fashion has to do with ideas, the way we live, what is happening.”_ —Coco Chanel

Humans have produced clothing for as far back as archeologists can trace, but the modern fashion industry, with its labels, magazines, and the imperative of style, emerged in the late 18th century, primarily as haute couture (“high fashion”). In the 20th century, enabled by the rise of consumer culture and technologies of mass production like the sewing machine, factory-made prêt-à-porter (“ready to wear”) brought fashion into everyday life. Due to the reliance of fashion on commerce and its predominant association with women, its status as an art form worthy of serious scholarly attention has long been debated by art historians. Clothing designers have used fashion to creatively push the boundaries of issues from beauty to gender roles—in the avant-garde designs of [Alexander McQueen](/artist/alexander-mcqueen), or the provocative garments of [Jean Paul Gaultier](/artist/jean-paul-gaultier), for example. Many visual artists create wearable art, often to engage audiences in novel ways: see [Nick Cave’s soundsuits](/artwork/nick-cave-soundsuit-2), Atsuko _Tanaka’s Electric Dress_ (1956), or Zhang Huan’s performance _My New York_ (2002), in which the artist navigated Manhattan dressed in a suit of meat.",FALSE
53077c867622dd5878000070,deep-time,Deep Time,Subject Matter,"Deep time refers to the concept of an expansive time that stretches far beyond human history to include the approximately 4.5 billion-year geological history of Earth and the estimated 13.8 billion-year history of the universe. In art, deep time could be explored in works that deal with the long-term processes of geological formation and the cosmos. Such concerns are important, for example, to [Hiroshi Sugimoto](/artist/hiroshi-sugimoto)’s waterscapes and [Darren Almond](/artist/darren-almond)’s landscapes, both of which use long-exposure photography to capture a sense of expanded time.",FALSE
530e1c537622dd8390000029,hong-kong,Hong Kong,Geographic Regions,"",TRUE
52f007c19c18db79100005cd,beijing-artists,Beijing Artists,Geographic Regions,"Artists historically based in or currently living and working in Beijing, China. ",TRUE
53077e3a9c18dbbebe000161,sculptural-use-of-paint,Sculptural Use of Paint,Medium and Techniques,"",FALSE
531df80e1a1e86dbaa00000b,album-folio-and-fan-formats,"Album, Folio and Fan Formats",Medium and Techniques,"Originally in Chinese, Japanese, and Korean art, these smaller-format works on paper or silk were created in series and intended to be viewed laying flat. In the case of fan format, rounded compositions were sometimes mounted onto hand-held fan frames, or simply mounted as a picture.
",FALSE
52950b167622ddb07a000061,personal-writing-systems,Personal Writing Systems,Subject Matter,"Writing systems have existed for thousands of years, but it was not until the early 20th century that linguists—and artists—began to systematically probe the relationship between writing and communication. In 1916 the linguist Ferdinand Saussure proposed that the form a language takes is arbitrary and unrelated to its meaning. A decade later, the French writer Henri Michaux explored these ideas in asemic writing—writing that resembles natural language but conveys no meaning. Since then, artists have developed personal systems of pictograms and glyphs with varying degrees of legibility and idiosyncrasy, often to explore a wide range of concepts. In the 1960s, for example, [A.R. Penck](/artist/ar-penck) drew inspiration from cybernetics, the study of systems, to derive a hieroglyphic-like system of signs, which he used to represent societal and metaphysical relationships. In the 1980s, [Gu Wenda](/artist/wenda-gu) developed a system of meaningless ideograms that resemble traditional [Chinese calligraphy](/gene/east-asian-calligraphy). Given how fundamental writing is to cultures throughout the world, it is no surprise that many personal writing systems may verge on the purely calligraphic, as in the gestural paintings of [Cy Twombly](/artist/cy-twombly).",FALSE
5284282cebad64e6ee0005d3,adolescence-1,Adolescence,Subject Matter,"Artworks that feature young adults—their physical appearances, emotions, and habits—have been a regular and evolving theme in the history of art. In ancient Greece and Rome, an idealized image of youthful beauty emerged in the form of nude sculptures, which reappeared as a focus centuries later in iconic works by [Renaissance](/gene/renaissance) artists such as [Donatello](/artist/donatello), [Michelangelo](/artist/michelangelo-buonarroti), [Bernini](/artist/gian-lorenzo-bernini), and [Canova](/artist/antonio-canova). These were associated with various narratives of physical strength, love, and desire. While many artists have continued to work with notions of physical beauty in the 20th century, a parallel tendency has been the exploration of countercultural identities, and young men and women engaged in sexual acts. Photographers in particular, including [Larry Clark](/artist/larry-clark), [Nan Goldin](/artist/nan-goldin), [Robert Mapplethorpe](/artist/robert-mapplethorpe), and [Ryan McGinley](/artist/ryan-mcginley), have explored taboo subjects such as drug use and sexuality in youth culture, often through the documentation of their own friends and experiences. Other explorations of adolescence in art have been less direct; in China, artists of the [Post-’70s Ego Generation](/gene/post-70s-ego-generation) explore their lives and identities in the wake of the country's one-child policy.",FALSE
5286468db202a37bb00005bc,personification,Personification,Subject Matter,"A personification is a human figure, often depicted with symbolic attributes, that represents an abstract idea. Personified figures are often named after the concept that they represent. In Classical Greek and Roman art, personified figures represented a range of intangible ideas and phenomena,  from the seasons to abstract concepts like Fortune and Victory. Retaining their prominence in art of medieval Europe, personifications also appeared extensively in allegorical works of the European [Renaissance](/gene/renaissance) and [Baroque](/gene/baroque) period. The allegories of these periods are often composed of personified figures and symbols that visually reference antiquity to invoke classical ideals and, therefore, universal principles. However, personifications aren’t necessarily classicizing in terms of style, as seen in [Artemesia Gentilleschi](/artist/artemisia-gentileschi)’s _Self Portrait as the Allegory of Painting_. While personification is now well past its heyday as a favored mode of symbolism, some contemporary artists continue to employ personified figures to reference classical ideals or roots in the [Old Masters](/gene/old-masters), in a manner by turns lofty and tongue-in-cheek.
",FALSE
528d13f19c18db716a0005c0,poured,Poured,Medium and Techniques,"A technique in which paint, or another liquid medium, is poured to create a flowing, (most often) abstract composition. While the origins of this technique lie in the experiments of [David Alfaro Siqueiros](https://artsy.net/artist/david-alfaro-siqueiros), it was popularized in the works of [Abstract Expressionists](https://artsy.net/gene/abstract-expressionism) such as [Jackson Pollock](https://artsy.net/artist/jackson-pollock), [Morris Louis](https://artsy.net/artist/morris-louis), and [Helen Frankenthaler](https://artsy.net/artist/helen-frankenthaler). Poured compositions often depend on experimentation with materials and colors, and it is a technique used for other mediums, too—[Lynda Benglis](/artist/lynda-benglis) has poured materials to make three-dimensional sculptures.",FALSE
53062217c9dc24f6420001c2,documentary-travel-photography,Documentary Travel Photography,Styles and Movements,"Since the invention of photography in the 1830s, artists have used their cameras to record their experiences abroad, often documenting unfamiliar places and cultures to share with their audiences back home. In the 19th century, [Timothy O’Sullivan](/artist/timothy-h-osullivan) took photos of the Western Frontier and Native Americans, [Maxime Du Camp](/artist/maxime-du-camp) photographed Egyptian monuments, and [John Thomson](/artist/john-thomson) traveled to China to capture the diversity of its inhabitants. Over the past century, as cameras have become more portable and travel more affordable, contemporary photographers like [Sebastião Salgado](/artist/sebastiao-salgado), [Alex Webb](/artist/alex-webb), and [Carolyn Drake](/artist/carolyn-drake) have continued to document their explorations of the world, using their art to record the social and cultural conditions they encounter.",TRUE
531df265b202a3437f000008,engaged-with-traditional-chinese-art,Engaged with Traditional Chinese Art,Subject Matter,"Contemporary or historical artworks that engage in some fashion with the tradition of Chinese painting, calligraphy, ceramics, or other art forms, whether through specific imagery, mediums, or techniques. 
",FALSE
5266fe22275b24584d0002c4,endurance-art,Endurance Art,Medium and Techniques,"Refers to artworks generally performed over a long period of time that may test the physical or emotional stamina of the artist or audience. This approach to art making arguably derives from [Body Art](/gene/body-art) of the 1970s, when artists like [Vito Acconci](/artist/vito-acconci) or [Chris Burden](/artist/chris-burden) took their body as both their artworks’ subject matter and primary medium. Perhaps most closely associated with this practice is [Marina Abramović](/artist/marina-abramovic-1), who, since the 1970s, has created provocative, long-durational performances that have pushed the artist to her physical breaking point, often to the point of imperilment. For _The Artist Is Present_, her 2010 retrospective at the Museum of Modern Art in New York, she sat silently at a table facing an empty chair that visitors were invited to occupy for the nearly three-month-long duration of the exhibition.",FALSE
52f00293c9dc246c970005a3,los-angeles-artists,Los Angeles Artists,Geographic Regions,"Artists historically based in or currently living and working in Los Angeles, California. ",TRUE
530bc786139b21931600003f,yupik-art,Yup'ik Art,Cultural and Religious Styles,"",TRUE
530bc7aa8b3b81d37000005a,native-american-first-nations-and-alaska-native-art,"Native American, First Nations, and Alaska Native Art",Cultural and Religious Styles,"Refers to art, architecture, and functional objects made by the indigenous peoples of the regions known today as the United States and Canada, as well as the work of contemporary artists whose practice draws on their Native American or First Nations heritage. This category encompasses the visual culture of hundreds of diverse groups, from the [pottery](/artwork/ancestral-pueblo-new-mexico-water-jar), basket-weaving, and textile work that flourished in the American Southwest to the masterful woodcarvings, bowls, and amulets of the Northwest coast. The arrival of Europeans took a heavy toll on native peoples, with disease, warfare, and forced displacement decimating these indigenous populations. With the rise in Native American activism in the 20th century, many Native American artists merged traditional art forms with avant-garde techniques to explore issues of cultural identity and political rights. For example, [Preston Singletary](/artist/preston-singletary)’s glasswork combines his study of Scandinavian design with figural motifs drawn from his Tlingit heritage, while Canadian First Nations artist [Rebecca Belmore](/artist/rebecca-belmore)’s performances invoke questions of identity and colonial history.",TRUE
5293bbf1275b242ec90000af,implied-narrative,Implied Narrative,Subject Matter,"An implied narrative arises from visual cues that create the barest impression of a story in the minds of viewers. It is the act of withholding the whole story, rather than the attempt to visually illustrate the story, that defines these images. [Cindy Sherman](/artist/cindy-sherman)’s “Untitled Film Stills” are an iconic example of implied narrative: her seminal series of photographs capitalizes on feminine character stereotypes and re-stages cinematic tropes in order to trigger the viewer’s imagination. Implied narrative is a mode employed primarily, but not exclusively, in contemporary photography.
",FALSE
52950123139b21b580000053,paper-cut-outs,Paper Cut-Outs,Medium and Techniques,"Since the invention of paper in China in the 1st century BCE, paper cut-outs have been utilized by a long line of craftsmen, folk artists, and fine artists. In Mexico, since the 19th century artisans have cut tissue paper into intricate figures and lacy designs for special occasions, called “papel picado.” The [Fauvist](/gene/fauvism) [Henri Matisse](/artist/henri-matisse) famously produced paper cut-outs during the last fourteen years of his life, describing the medium as “painting with scissors.” Contemporary artist [Kara Walker](/artist/kara-walker) also uses paper cut-outs for her massive wall installations evocative of 19th century “shadow portraits,” in which she explores African American racial stereotypes and identity.",FALSE
531df66f275b24e993000009,hanging-scroll,Hanging Scroll,Medium and Techniques,"These works of painting and calligraphy on paper or silk are traditionally mounted for hanging upright with dowels at top and bottom. In Chinese, Japanese, and Korean art, they are traditionally, but not always, vertically oriented compositions. ",FALSE
531df92acb4c2718cb000037,screen-format,Screen Format,Medium and Techniques,"Refers to historical and contemporary works that use traditional East Asian screen formats. This category encompasses folding screens, Chinese-style standing screens, and artworks mounted in interiors, such as Japanese painted sliding screens (fusuma-e). Though some may have later been mounted as freestanding pictures, these works were originally composed with their architectural context in mind—as functional dividers of space, providing privacy and adorning interiors, or intended to be portable in outdoor environments.",FALSE
5266ff9d139b2174f10001ce,the-mundane,The Mundane,Subject Matter,"Banal, ordinary subject matter, particularly the [representation of objects](/gene/representation-of-everyday-objects) or [places](/gene/vacant-and-vacated-spaces) that are usually ignored or considered to be unremarkable.",FALSE
52702377a09a6793d500021a,conceptual-art-and-contemporary-conceptualism,Conceptual Art and Contemporary Conceptualism,Styles and Movements,"",TRUE
528645e38b3b818368000622,symbolic-composition,Symbolic Composition,Subject Matter,"Artworks containing objects and figures that, when viewed together, imply symbolic meaning, such as in Albrecht Dürer's iconic [_Melencolia I_](/artwork/albrecht-durer-melencolia-i-b-74-m-dot-holl-75-s-dot-m-s-71) (1514), which includes a group of objects—a sleeping dog, a sphere, and a bell, among others—the meanings of which historians have endlessly debated. The incorporation of symbols with ambiguous meanings was a primary feature of [Surrealism](/gene/surrealism); these fluid signs were thought to tap into a well of intuitive meaning stemming from dreams and the unconscious.",FALSE
530621088b3b8165f60001e6,contemporary-impressionist,Contemporary Impressionist,Styles and Movements,"A term used to describe works created by contemporary artists that share similar aesthetic qualities with those by the [French Impressionists](/gene/impressionism). Whether depicting urban environments or the natural world, all of the images that can be considered Contemporary Impressionist are rendered with loose, expressive brushwork and focus on the effects of light. Like many of the Impressionists, [Nancy Friese](/artist/nancy-friese) painted her watercolor _[Walk to the Sea](/artwork/nancy-friese-walk-to-the-sea)_ (2012) outdoors, or _[en plein air](/gene/en-plein-air)_, in order to better capture the effects of changing light and weather on the landscape. With its emphasis on the effects of fading daylight and the illumination from the stores and streetlights, the downtown Boston marketplace in [John Terelak](/artist/john-terelak)’s painting, _[Faneuil Hall](/artwork/john-terelak-faneuil-hall)_, could easily be mistaken for 1880s Paris. ",TRUE
53077d9e7622ddfd650000ba,knitted-and-crocheted,Knitted and Crocheted,Textiles,"",FALSE
529500f7cd530e8af5000044,research-as-art,Research as Art,Medium and Techniques,"Works that foreground extensive research into individual, social, cultural, or scientific objects of inquiry. While there are many historic precedents for this type of presenting research in art—such as [Jean-Louis-Ernest Meissonier](/artist/jean-louis-ernest-meissonier)’s rigorous study of the movement of horses—(in some respects, all great art is the product of extensive research), since the 1990s, art has often approximated academic or journalistic inquiry in its attempts to contribute to knowledge, engage the public, and bring awareness to causes or subjects. The photographs of [Taryn Simon](/artist/taryn-simon), for example, are typically the culmination of years of research; in _A Living Man Declared Dead and Other Chapters_ (2011), the artist traveled around the world, tracing, and then documenting, bloodlines. This notion of research as art differs from traditional scholarship in that it is not characteristically beholden to disciplinary conventions and parameters, and may present “findings” in visually aesthetic formats or those otherwise atypical of academic or journalistic publications.
",FALSE
530ce93c1a1e86a2420000c6,east-germany,East Germany,Geographic Regions,"Artists who are from or lived in the German Democratic Republic (East Germany, or the GDR). The GDR existed from its founding in the wake of World War II in 1949 through the fall of the Berlin Wall in 1989 and reunification with West Germany in 1990.",FALSE
52f0055a275b2452c50005d8,paris-artists,Paris Artists,Geographic Regions,"Artists historically based in or currently living and working in Paris, France.  ",TRUE
52670b05ebad6442cd000025,raw-versus-finished,Raw versus Finished,Visual Qualities,"Works that combine opposing treatment of materials, with one highly finished and one left raw. Often the unfinished “raw” section reveals the materials’ inherent properties and the processes it undergoes, while the “finished” part shows the results of treatment. [George Nakashima](/artist/george-nakashima)’s famous “free edge” furniture, such as the “[conoid coffee table](/artwork/george-nakashima-conoid-coffee-table)”, are iconic examples; the edges of the table reveal the rough edges of American black walnut while the smooth, planar surfaces show just how the material can be transformed by cutting and polishing wood to highlight the grain.",FALSE
531df540a09a67fdf100000b,handscroll,Handscroll,Medium and Techniques,"In East Asian art, handscrolls are long, narrow, horizontal works of painting and calligraphy rendered on paper or silk that often integrate both text and images. These works are meant to be viewed by holding the scroll flat and unfurling it, but more recently, contemporary artists have played with the form by creating versions on a monumental scale. ",FALSE
526848c5139b2152ba000013,contemporary-turkish-art,Contemporary Turkish Art,Styles and Movements,"Since the 1980s, Turkey has been establishing itself as a center of contemporary art, with galleries and institutions proliferating and local biennials giving artists increased international visibility. Mixing the globalized art world and local histories bridging [Greek](/gene/greek-art-and-architecture), [Roman](/gene/roman-art-and-architecture), [Byzantine](/gene/byzantine-art), and [Islamic](/gene/islamic-art-and-architecture) traditions, contemporary Turkish art is decidedly diverse and often provocative. Acting as a fictional design collective, [Extramucadele](/artist/extramucadele-1) (Extrastruggle, in English) produces symbolic and satirical sculpture, painting, calligraphy, and film to examine contemporary Turkish society’s conflicting religious and political ideologies. [Kezban Arca Batibeki](/artist/kezban-arca-batibeki)’s mysterious depictions of women, sometimes faceless or masked, explore female empowerment. In his hyper-realistic paintings, [Taner Ceylan](/artist/taner-ceylan) portrays homoerotic sexuality as he reimagines the narratives of [Orientalist](/gene/orientalism) paintings to assert the Turkish histories that the earlier genre either romanticized or ignored.",TRUE
52d9a44ba6ca6d9f450000b0,graphic-design,Graphic Design,Artistic Disciplines,"Graphic design is the use of text and images to convey a concept or a message. The term “graphic designer” was coined by William Addison Dwiggins in 1922, a time when posters and advertising were evolving from being primarily informative to serving more graphic and aesthetic purposes. Notable highlights of this transition include the late 19th-century movement [Art Nouveau](/gene/art-nouveau), including [posters](/gene/poster) by [Alphonse Mucha](/artist/alphonse-mucha) and [Jules Chéret](/artist/jules-cheret) that aimed to create a new aesthetic for the Industrial Age filled with sinuous forms and ornate typography. While graphic design today is more commonly considered a commercial activity, in the early 20th century it was closely aligned with fine art, especially in the journals of avant-garde artists (for example, [Filippo Tommaso Marinetti](/artist/filippo-tommaso-marinetti)’s Futurist publications, Tristan Tzara’s Dada, [Theo Van Doesburg](/artist/theo-van-doesburg-1)’s Stijl, and [Kurt Schwitters](/artist/kurt-schwitters)’s Merz). These experiments helped pave the way for the clarity, legibility, and dominant planes of bright colors typical of the International Typographic Style (or Swiss Style), developed in the 1950s. This aesthetic permeates advertising and logo design today, from Adidas’s striking three-bar logo to IBM’s three simple letters. The accessibility of ever-evolving digital tools has dramatically democratized the field of graphic design and opened a new platform for the discipline: designing for the web.
",FALSE
53276118c9dc24904900077f,the-american-west,The American West,Subject Matter,"The Western frontier of the United States looms large in American history. The 19th century saw the Louisiana Purchase (1803) and the First Transcontinental Railroad (1869) greatly extend the reach of American settlement, access to natural resources, and lines of commerce. Far beyond its economic implications, however, the American West was a national mythology—a site of wilderness, exploration, and lawless freedom that for many represented the path to the American dream and a belief in Manifest Destiny. While this collective history brings national pride for many, westward expansion also saw its most brutal forms in the massive displacement and killing of Native Americans. Since the early 19th century artists have documented the exploration of frontier lands, as in [Carleton Emmons Watkins](/artist/carleton-emmons-watkins)’ iconic views of Yosemite National Park or [William Henry Jackson](/artist/william-henry-jackson)’s framing of the transcontinental railroad tunneling through mountains. Others, like [Frederic Remington](/artist/frederic-remington), romanticized its inhabitants through loose renderings of horsemen, cavalrymen, Native Americans, or [cowboys](/tag/cowboy)—from Andy Warhol’s depiction of [John Wayne](/artwork/andy-warhol-john-wayne) to [Richard Prince](/artist/richard-prince)’s appropriation of the iconic cowboy from Marlboro cigarette advertisements.",FALSE
5320d5508b3b8168e90000ad,engaged-with-traditional-korean-art,Engaged with Traditional Korean Art,Subject Matter,"Contemporary or historical artworks that engage with the traditions of Korean painting, calligraphy, ceramics, textiles, or other art forms, whether through specific imagery, mediums, or techniques.",FALSE
531dfa9fc9dc2491a9000030,blown-off-roof-perspective,Blown-Off-Roof Perspective,Visual Qualities,"Derived from the Japanese name _fukinuki yatai_, literally, “roof blown off,” a type of perspective that shows a bird's eye view into a dramatically sloping picture plane. Often, the roofs of buildings are actually removed, allowing the viewer to glimpse figures and action inside the walls.",FALSE
531e1339cd530ee3c4000057,kano-school,Kanō School,Styles and Movements,Refers to a school of Japanese painting that evolved in Kyoto in the 15th century. The style is characterized by a fusion of Chinese and Japanese styles and a robust apprenticeship system.,FALSE
531e130c275b24ad6800006b,rinpa-school,Rinpa School,Styles and Movements,"Named after its originator, Ogata Kōrin, the Rinpa school spanned the 17th to 20th centuries in Japan. This style is characterized by a decorative quality that draws on older, traditional Japanese styles.",FALSE
5367eaf9275b2431b0000008,ukiyo-e,Ukiyo-e,Styles and Movements,"Literally meaning “Pictures of the Floating World,"" Ukiyo-e refers to a style of Japanese woodblock print and painting from the [Edo period](/gene/edo-art) depicting famous theater actors, beautiful courtesans, city life, travel in romantic landscapes, and erotic scenes. The Floating World, as the pleasure districts of Edo (modern day Tokyo) were called, describes the sensory pleasures of urban life, but also offers a bittersweet reminder of the fleeting nature of all worldly delights. It’s commonly said that in Edo Japan, anyone could own a masterpiece Ukiyo-e print for about the price of a bowl of noodles. While this claim oversimplifies, it is true that by the 17th century, Ukiyo-e printmakers innovated centuries-old woodblock text printing techniques to create colorful picture prints that were distributed widely for popular consumption. Some of the greatest Japanese artists of their time—[Ando Hiroshige](/artist/utagawa-hiroshige-ando-hiroshige), [Katsushika Hokusai](/artist/katsushika-hokusai), [Utagawa Toyokuni III](/artist/utagawa-toyokuni-iii-utagawa-kunisada), and [Keisai Eisen](/artist/keisai-eisen) among them—became known primarily as woodblock print designers in the Ukiyo-e style. In the 19th century, Ukiyo-e printmakers also began to focus on landscape, creating series such as Hokusai’s famed _Thirty-Six Views of Mount Fuji_. Ukiyo-e also had a profound impact on European artists around this time—its flattened perspective and innovative compositions inspired artists such as [Mary Cassatt](/artist/mary-cassatt), [Vincent Van Gogh](/artist/vincent-van-gogh), and [Henri de Toulouse-Lautrec](/artist/henri-de-toulouse-lautrec), as well as the [Japonisme](/gene/japonisme) movement in art and design.",FALSE
5376326d9c18db0f2d0009a6,masculinity,Masculinity,Subject Matter,"What expectations lurk behind the phrase “Be a man!”? What does an ideal male body look like? In recent years, many artists have used their work to ask these questions, exposing the ways in which society and mass media construct concepts of masculinity. [Cady Noland](/artist/cady-noland)’s sculptures and installations often incorporate common symbols of male culture—stacked beer cans, cowboys, and American flags—pointing toward the masculine foundations of the American Dream. The ideal male form has long been a subject of interest in Western art, from ancient [Greek and Roman](/gene/greek-and-roman-art-and-architecture) statues, to [Robert Mapplethorpe](/artist/robert-mapplethorpe)’s black-and-white portraits, to [Hank Willis Thomas](/artist/hank-willis-thomas)’s depictions of black male athletes that link the exploitation of their bodies in sports and advertising to the history of slavery. ",FALSE
536d22a7cb4c2759560001cc,afrofuturism,Afrofuturism,Styles and Movements," In his 1993 essay “Black to the Future,” cultural critic Mark Dery coined the term Afrofuturism to describe the cross-cultural philosophy of artists, musicians, and writers who drew on the techno-utopian thinking of the space age to reimagine Black life in the United States. Equally indebted to mythologies of the [African Diaspora](/gene/african-diaspora), Afrofuturism is not an artistic style but an approach to the intersections of race and technology that aims to visualize the future. In the late 1960s and early 1970s, musicians (Sun Ra, Grace Jones, and Parliament Funkadelic), authors (Octavia Butler), and visual artists ([Renee Cox](/artist/renee-cox)) drew upon the futuristic energy of science fiction, seeing outer space as an escape from the oppressive social and political climate of the Vietnam war and post–Civil Rights era. Afrofuturism’s engagement with the African Diaspora is wide-ranging: photojournalist Cristina de Middel took the failed 1964 Zambian space program as the subject of her 2012 series [_Afronaut_](/artwork/cristina-de-middel-bambuit-from-the-series-the-afronauts). Other artists have employed cyborgs, robots, and aliens as alter-egos to access alternative identities, such as Kenyan-American artist [Wangechi Mutu](/artist/wangechi-mutu); others have addressed the habitable space of the cosmos, as in [Kerry James Marshall](/artist/kerry-james-marshall)’s _Keeping the Culture_ or [Sanford Biggers](/artist/sanford-biggers)’s psychedelic quilts referencing cosmological maps.",FALSE
53613bb59c18db45be00022b,leather-slash-hide,Leather/Hide,Materials,"",FALSE
542090b77261690c6d7f0000,artists-frame,Artist's Frame,Medium and Techniques,"Ever since the elaborate, customized mountings of [Gothic altarpieces](/artwork/gentile-da-fabriano-coronation-of-the-virgin-and-saints), frames have played a transformative role in the creation and presentation of artworks. Though traditionally frames are chosen by curators and collectors, artist’s frames are often designed by the artists themselves and are integrated with the artwork from its inception. No longer a quiet border between artwork and wall, these frames serve as extensions of the artwork and can be closely linked to a work’s subject matter. Contemporary artists like [Fabrice Samyn](/artist/fabrice-samyn) and [Dianna Molzan](/artist/dianna-molzan) have challenged the historical role of the frame, presenting empty frames as artworks in their own right.
",FALSE
531e1eb5139b21786300000e,engaged-with-communist-visual-culture,Engaged with Communist Visual Culture,Subject Matter,"",FALSE
536ba17ccb4c27792500010d,modern-and-contemporary-design,Modern and Contemporary Design,Design Movements,"",TRUE
545ab9c572616921de5b0000,wrapped,Wrapped,Visual Qualities,"Wrapping an object inherently hides its features to produce a sense of mystery while simultaneously highlighting its surface and form, aesthetic effects that many artists have harnessed over the years. In the late 1950s, as artists began incorporating [everyday objects](/gene/found-objects) into their art, Bulgarian artist [Christo](/artist/christo) began wrapping furniture and household items with plastic, fabric, and rope. With his partner, [Jeanne Claude](/artist/christo-and-jeanne-claude), he expanded this practice in later decades, covering entire bridges, fields, buildings, and even islands with fabrics—inviting viewers to reconsider places they encountered daily but often overlooked. Operating with a similar intent, artists such as Magda Sayeg, Bill Davenport, and [Olek](/artist/olek) adopted a practice of “yarn bombing” in the 2000s. Intervening in and reclaiming public space, they wrapped common urban fixtures with brightly colored textiles, embracing an irreverence and spontaneity akin to that of [graffiti](/gene/graffiti-slash-street-art) and other forms of unsanctioned art.",FALSE
536173c48b3b819e55000377,spiral-group,Spiral Group,Styles and Movements,"The Spiral Group was a New York–based African American artists’ collective active from 1963 to 1965. It was founded by [Charles Alston](/artist/charles-alston), [Romare Bearden](/artist/romare-bearden), [Norman Lewis](/artist/norman-wilfred-lewis), and [Hale Woodruff](/artist/hale-aspacio-woodruff) to explore the relationship of art and activism, particularly how black artists should relate to American society in a time of segregation. The group also included artists [Emma Amos](/artist/emma-amos), [Calvin Douglass](/artist/calvin-douglass), [Perry Ferguson](/artist/perry-ferguson), [Reginald Gammon](/artist/reginald-gammon), [Felrath Hines](/artist/felrath-hines), [Alvin Hollingsworth](/artist/alvin-hollingsworth), [William Majors](/artist/william-majors), [Richard Mayhew](/artist/richard-mayhew), [Earl Miller](/artist/earl-miller), [Merton D. Simpson](/artist/merton-d-simpson), and [James Yeargans](/artist/james-yeargans). While it espoused no common style, the group is characterized by its experimental and eclectic approaches, including forms of modernist [abstraction](/gene/abstract-art) that were neither common nor expected among African American artists at the time. A major point of contention among the group was whether artists should illustrate the black experience in [figurative terms](/gene/figurative-art), or if black abstraction itself was a politically radical form of artistic practice. While short-lived, the Spiral Group ignited important debates about philosophy, creative integrity, and artistic freedoms among black artists—and for the cultural community’s role in social change more broadly—during a time when few art critics were asking the same questions.",FALSE
53eaa0b772616910d0180000,asian-art,Asian Art,Geographic Regions,"A general category for art made in Asia, which includes Central, East, and Southeast Asia.",TRUE
